,OCC_CODE,O_GROUP,OCC_TITLE,TOT_EMP,Mean Annual Salary,Median Annual Salary,Entry level education,Work Experience,Training on Job,16 to 19 years,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 64 years,65 years and over,Median age,Women,White,Black or African American,Asian,Hispanic or Latino,Employement change in 10 years,Education weight,Experience weight,Training weight,Prestige,popularity
150,19-1013,detailed,soil and plant scientists,13950,73040,66120,Bachelor's degree,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544917,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304349,10.0,3.0,1.0,1.0,219120.0,355997263195.97516
151,19-1020,broad,biological scientists,110600,91550,83220,No formal educational credential,None,None,0.0,4.761904761904762,35.714285714285715,19.047619047619047,22.61904761904762,11.904761904761903,5.9523809523809526,41.6,46.0,79.8,5.6,13.7,10.1,4.4,1.0,1.0,1.0,91550.0,1803290866666.6665
152,19-1021,detailed,biochemists and biophysicists,32010,104810,94270,Doctoral or professional degree,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544917,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304349,4.7,6.0,1.0,1.0,628860.0,550931926144.0742
153,19-1022,detailed,microbiologists,19710,91840,84400,Bachelor's degree,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544917,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304349,4.6,3.0,1.0,1.0,275520.0,290929672543.0392
154,19-1023,detailed,zoologists and wildlife biologists,17200,70510,66350,Bachelor's degree,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544917,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304349,5.2,3.0,1.0,1.0,211530.0,220340429850.35825
155,19-1029,detailed,"biological scientists, all other",41680,89910,85290,Bachelor's degree,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544917,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304349,3.7,3.0,1.0,1.0,269730.0,484450177252.3184
156,19-1030,broad,conservation scientists and foresters,31380,68120,64010,No formal educational credential,None,None,0.0,5.2631578947368425,21.05263157894737,21.05263157894737,10.526315789473683,26.31578947368421,10.526315789473683,0.0,0.0,0.0,0.0,0.0,0.0,7.5,1.0,1.0,1.0,68120.0,421895842105.2632
157,19-1031,detailed,conservation scientists,22020,69020,64020,Bachelor's degree,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544917,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304349,6.1,3.0,1.0,1.0,207060.0,323917037454.9434
158,19-1032,detailed,foresters,9360,66000,63980,Bachelor's degree,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544917,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304349,10.0,3.0,1.0,1.0,198000.0,215839770923.32736
159,19-1040,broad,medical scientists,133620,100780,90010,No formal educational credential,None,None,0.0,0.8928571428571429,30.357142857142858,25.0,25.892857142857142,13.392857142857142,5.357142857142857,42.4,52.4,58.7,3.8,37.4,4.7,17.6,1.0,1.0,1.0,100780.0,7406422980000.001
160,19-1041,detailed,epidemiologists,7500,83620,74560,Master's degree,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544917,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304349,29.6,4.5,1.0,1.0,376290.0,648596834547.9016
161,19-1042,detailed,"medical scientists, except epidemiologists",126110,101800,91510,Doctoral or professional degree,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544917,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304349,16.9,6.0,1.0,1.0,610800.0,7580462356196.075
162,19-1099,detailed,"life scientists, all other",6540,92170,82000,Bachelor's degree,None,None,0.0,16.666666666666668,66.66666666666667,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,3.0,1.0,1.0,276510.0,421954260000.00006
163,19-2000,minor,physical scientists,255860,93560,83250,No formal educational credential,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544917,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304349,6.9,1.0,1.0,1.0,93560.0,5771030725576.618
164,19-2010,broad,astronomers and physicists,18080,136480,128950,No formal educational credential,None,None,0.0,21.05263157894737,21.05263157894737,5.2631578947368425,5.2631578947368425,42.10526315789474,5.2631578947368425,0.0,0.0,0.0,0.0,0.0,0.0,8.3,1.0,1.0,1.0,136480.0,862346725052.6316
165,19-2011,detailed,astronomers,1910,126250,119730,Doctoral or professional degree,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544917,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304349,4.5,6.0,1.0,1.0,757500.0,37913070193.053505
166,19-2012,detailed,physicists,16160,137700,129850,Doctoral or professional degree,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544917,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304349,8.8,6.0,1.0,1.0,826200.0,684178867708.3442
167,19-2021,detailed,atmospheric and space scientists,10210,100550,99740,Bachelor's degree,None,None,0.0,0.0,20.0,40.0,20.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,3.0,1.0,1.0,301650.0,170418173000.00003
168,19-2030,broad,chemists and materials scientists,89860,87800,80680,No formal educational credential,None,None,0.0,3.75,41.25,25.0,12.5,12.5,3.75,38.6,40.4,64.2,10.7,19.7,2.2,6.5,1.0,1.0,1.0,87800.0,2307739590000.0
169,19-2031,detailed,chemists,82940,86410,79300,Bachelor's degree,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544917,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304349,6.7,3.0,1.0,1.0,259230.0,1677700855484.1113
170,19-2032,detailed,materials scientists,6930,104450,99460,Bachelor's degree,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544917,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304349,3.9,3.0,1.0,1.0,313350.0,98632030319.11925
171,19-2040,broad,environmental scientists and geoscientists,118660,88140,77520,No formal educational credential,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544917,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304349,7.9,1.0,1.0,1.0,88140.0,2886796490062.6465
172,19-2041,detailed,"environmental scientists and specialists, including health",84610,80090,73230,Bachelor's degree,None,None,0.0,10.869565217391305,36.95652173913044,15.217391304347826,21.73913043478261,10.869565217391305,6.521739130434782,0.0,0.0,0.0,0.0,0.0,0.0,8.4,3.0,1.0,1.0,240270.0,2722351029391.304
173,19-2042,detailed,"geoscientists, except hydrologists and geographers",27890,112110,93580,Bachelor's degree,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544917,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304349,7.0,3.0,1.0,1.0,336330.0,764720255972.702
174,19-2043,detailed,hydrologists,6170,90150,84040,Bachelor's degree,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544917,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304349,5.6,3.0,1.0,1.0,270450.0,108830496181.29921
175,19-2099,detailed,"physical scientists, all other",19050,110100,107210,Bachelor's degree,None,None,0.0,8.333333333333334,30.654761904761905,30.952380952380956,16.071428571428573,10.714285714285714,3.571428571428572,39.4,43.3,61.3,6.4,30.1,6.2,1.0,3.0,1.0,1.0,330300.0,81773825892.85715
176,19-3000,minor,social scientists and related workers,247580,90150,82280,No formal educational credential,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544917,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304349,7.0,1.0,1.0,1.0,90150.0,5458722496873.188
177,19-3011,detailed,economists,17520,120880,108350,Master's degree,None,None,0.0,7.6923076923076925,23.07692307692308,26.923076923076923,19.23076923076923,11.538461538461538,11.538461538461538,0.0,0.0,0.0,0.0,0.0,0.0,13.1,4.5,1.0,1.0,543960.0,853643401846.1539
178,19-3022,detailed,survey researchers,10350,66960,59870,Master's degree,None,None,0.0,40.0,0.0,20.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,4.5,1.0,1.0,301320.0,119202192000.0
179,19-3030,broad,psychologists,127070,90710,82180,No formal educational credential,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544917,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304349,7.6,1.0,1.0,1.0,90710.0,3060719118119.2163
180,19-3031,detailed,"clinical, counseling, and school psychologists",111320,89290,79820,Doctoral or professional degree,None,Internship/residency,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544917,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304349,10.4,6.0,1.0,3.0,1607220.0,3611777989535.709
181,19-3032,detailed,industrial-organizational psychologists,780,112690,96270,Master's degree,None,Internship/residency,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544917,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304349,2.2,4.5,1.0,3.0,1521315.0,6756384384.819378
182,19-3039,detailed,"psychologists, all other",14960,100130,105780,Master's degree,None,Internship/residency,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544917,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304349,2.0,4.5,1.0,3.0,1351755.0,104673679904.10173
183,19-3041,detailed,sociologists,2470,93420,86110,Master's degree,None,None,0.0,0.0,0.0,0.0,0.0,66.66666666666667,33.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,4.8,4.5,1.0,1.0,420390.0,0.0
184,19-3051,detailed,urban and regional planners,38190,79410,75950,Master's degree,None,None,2.127659574468085,10.638297872340424,27.659574468085108,27.659574468085108,25.53191489361702,4.25531914893617,2.127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,6.8,4.5,1.0,1.0,357345.0,833661048255.3191
185,19-3090,broad,miscellaneous social scientists and related workers,51980,90750,85890,No formal educational credential,None,None,0.0,2.0,26.0,20.0,26.0,18.0,8.0,44.7,47.7,83.4,1.9,5.5,7.8,4.3,1.0,1.0,1.0,90750.0,567949074000.0
186,19-3091,detailed,anthropologists and archeologists,7180,69960,66130,Master's degree,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544917,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304349,7.4,4.5,1.0,1.0,314820.0,129872634948.93294
187,19-3092,detailed,geographers,1450,85620,85430,Bachelor's degree,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544917,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304349,1.1,3.0,1.0,1.0,256860.0,4771419465.8761
188,19-3093,detailed,historians,2770,68400,63100,Master's degree,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544917,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304349,5.5,4.5,1.0,1.0,307800.0,36409125460.56
189,19-3094,detailed,political scientists,6010,124100,125350,Master's degree,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544917,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304349,8.6,4.5,1.0,1.0,558450.0,224107500490.9574
190,19-3099,detailed,"social scientists and related workers, all other",34570,91280,87260,Bachelor's degree,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544917,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304349,2.9,3.0,1.0,1.0,273840.0,319730963177.20026
191,19-4000,minor,"life, physical, and social science technicians",363880,53010,48440,No formal educational credential,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544917,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304349,7.0,1.0,1.0,1.0,53010.0,4717649997131.1455
192,19-4010,broad,agricultural and food science technicians,21940,45920,41970,Associate's degree,None,Moderate-term on-the-job training,0.0,14.634146341463415,26.82926829268293,14.634146341463415,24.390243902439025,14.634146341463415,2.4390243902439024,0.0,0.0,0.0,0.0,0.0,0.0,7.9,3.5,1.0,4.5,723240.0,330012704000.00006
193,19-4010,detailed,agricultural and food science technicians,21940,45920,41970,Associate's degree,None,Moderate-term on-the-job training,0.0,14.634146341463415,26.82926829268293,14.634146341463415,24.390243902439025,14.634146341463415,2.4390243902439024,0.0,0.0,0.0,0.0,0.0,0.0,7.9,3.5,1.0,4.5,723240.0,330012704000.00006
194,19-4021,detailed,biological technicians,80640,49490,46340,Bachelor's degree,None,None,4.166666666666667,25.0,25.0,16.666666666666668,16.666666666666668,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,3.0,1.0,1.0,148470.0,1448354544000.0002
195,19-4031,detailed,chemical technicians,63490,53700,49820,Associate's degree,None,Moderate-term on-the-job training,1.4705882352941178,8.823529411764707,35.294117647058826,19.11764705882353,17.647058823529413,13.235294117647058,4.411764705882353,37.6,42.6,82.5,10.3,5.0,12.1,5.0,3.5,1.0,4.5,845775.0,777145610294.1177
196,19-4040,broad,environmental science and geoscience technicians,47440,54300,47740,No formal educational credential,None,None,0.0,4.761904761904762,23.80952380952381,33.333333333333336,19.047619047619047,9.523809523809524,4.761904761904762,0.0,0.0,0.0,0.0,0.0,0.0,9.9,1.0,1.0,1.0,54300.0,728637737142.8572
197,19-4042,detailed,"environmental science and protection technicians, including health",31860,50960,46850,Associate's degree,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544917,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304349,10.6,3.5,1.0,1.0,178360.0,601302131276.0907
198,19-4045,detailed,geological and hydrologic technicians,15580,61130,50630,Associate's degree,None,Moderate-term on-the-job training,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544917,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304349,8.7,3.5,1.0,4.5,962797.5,289502813592.7573
199,19-4051,detailed,nuclear technicians,6160,83810,84190,Associate's degree,None,Moderate-term on-the-job training,0.0,14.285714285714286,0.0,42.85714285714285,14.285714285714286,14.285714285714286,14.285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,-12.4,3.5,1.0,4.5,1320007.5,-91453472000.0
200,19-4061,detailed,social science research assistants,35330,53560,49210,Bachelor's degree,None,None,0.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,3.0,1.0,1.0,160680.0,794755416000.0
201,19-4071,detailed,forest and conservation technicians,30150,42780,38940,Associate's degree,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544917,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304349,0.7,3.5,1.0,1.0,149730.0,31545529666.71674
202,19-4090,broad,"miscellaneous life, physical, and social science technicians",78720,58530,53980,No formal educational credential,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544917,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304349,9.7,1.0,1.0,1.0,58530.0,1561518129832.1719
203,19-4092,detailed,forensic science technicians,16640,64890,60590,Bachelor's degree,None,Moderate-term on-the-job training,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544917,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304349,15.6,3.0,1.0,4.5,876015.0,588528341196.901
204,19-4099,detailed,"life, physical, and social science technicians, all other",62080,56830,52460,Associate's degree,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544917,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304349,8.3,3.5,1.0,1.0,198905.0,1023102495061.8158
205,19-5000,minor,occupational health and safety specialists and technicians,116910,74480,72530,No formal educational credential,None,None,0.0,3.5294117647058822,24.705882352941178,21.176470588235293,21.176470588235293,22.352941176470587,5.882352941176471,43.8,35.8,90.3,1.6,2.9,11.7,7.4,1.0,1.0,1.0,74480.0,1819346267858.8235
206,19-5011,detailed,occupational health and safety specialists,95960,78110,76340,Bachelor's degree,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544917,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304349,7.0,3.0,1.0,1.0,234330.0,1833186305381.033
207,19-5012,detailed,occupational health and safety technicians,20950,57870,53340,High school diploma or equivalent,None,Moderate-term on-the-job training,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544917,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304349,9.0,2.0,1.0,4.5,520830.0,381234070560.64307
208,21-1000,minor,"counselors, social workers, and other community and social service specialists",2150050,52120,47500,No formal educational credential,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544917,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304349,14.4,1.0,1.0,1.0,52120.0,56380269297364.2
209,21-1010,broad,counselors,774270,54780,50270,No formal educational credential,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544917,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304349,15.8,1.0,1.0,1.0,54780.0,23414410835489.32
210,21-1012,detailed,"educational, guidance, and career counselors and advisors",292230,62320,58120,Master's degree,None,None,1.1661807580174928,5.830903790087463,27.113702623906704,25.07288629737609,22.740524781341108,13.411078717201166,4.664723032069971,42.0,77.8,73.0,19.0,4.0,14.8,11.5,4.5,1.0,1.0,280440.0,7144006232886.298
211,21-1013,detailed,marriage and family therapists,60850,56890,51340,Master's degree,None,Internship/residency,0.0,2.5,20.0,22.5,25.0,12.5,17.5,0.0,0.0,0.0,0.0,0.0,0.0,16.4,4.5,1.0,3.0,768015.0,1277388148499.9998
212,21-1015,detailed,rehabilitation counselors,100260,42080,37530,Master's degree,None,None,0.0,3.571428571428572,21.428571428571427,17.857142857142858,25.0,25.0,10.714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,10.4,4.5,1.0,1.0,189360.0,1096924608000.0
213,21-1018,detailed,"substance abuse, behavioral disorder, and mental health counselors",293620,51550,47660,Bachelor's degree,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544917,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304349,22.9,3.0,1.0,1.0,154650.0,12110483252046.143
214,21-1019,detailed,"counselors, all other",27310,50800,45760,Master's degree,None,None,2.2222222222222223,5.333333333333333,24.88888888888889,19.11111111111111,20.0,19.11111111111111,10.22222222222222,44.3,68.2,75.0,18.3,3.7,15.2,8.9,4.5,1.0,1.0,228600.0,400604442488.8889
215,21-1020,broad,social workers,681400,55950,51760,No formal educational credential,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544917,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304349,12.5,1.0,1.0,1.0,55950.0,16650371207680.443
216,21-1021,detailed,"child, family, and school social workers",328120,52370,48430,Bachelor's degree,None,None,0.0,4.838709677419355,27.41935483870968,25.806451612903224,24.193548387096776,16.129032258064516,1.6129032258064515,41.9,89.8,65.3,26.8,0.6,21.3,12.6,3.0,1.0,1.0,157110.0,6984319981935.484
217,21-1022,detailed,healthcare social workers,176110,60470,57630,Master's degree,None,Internship/residency,0.0,2.5641025641025643,10.256410256410255,25.64102564102564,25.64102564102564,25.64102564102564,7.6923076923076925,47.2,87.0,69.0,20.3,8.2,9.2,13.2,4.5,1.0,3.0,816345.0,1802201364615.3845
218,21-1023,detailed,mental health and substance abuse social workers,116780,54540,48720,Master's degree,None,Internship/residency,0.0,0.0,12.5,12.5,33.333333333333336,20.83333333333333,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,14.9,4.5,1.0,3.0,736290.0,1186259998500.0
219,21-1029,detailed,"social workers, all other",60390,64940,64210,Bachelor's degree,None,None,0.1485884101040119,5.49777117384844,29.86627043090639,25.26002971768202,19.910846953937597,15.0074294205052,4.011887072808321,40.9,85.4,64.4,25.7,3.7,15.0,5.8,3.0,1.0,1.0,194820.0,807770789438.3358
220,21-1090,broad,miscellaneous community and social service specialists,694380,45390,40330,No formal educational credential,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544917,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304349,14.6,1.0,1.0,1.0,45390.0,16077626271320.371
221,21-1091,detailed,health education specialists,57920,62120,56500,Bachelor's degree,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544917,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304349,12.4,3.0,1.0,1.0,186360.0,1558810679573.3137
222,21-1092,detailed,probation officers and correctional treatment specialists,90070,61900,55690,Bachelor's degree,None,Short-term on-the-job training,0.0,0.9523809523809524,25.714285714285715,23.80952380952381,34.285714285714285,11.428571428571429,4.761904761904762,44.1,50.7,66.6,26.9,0.7,12.8,3.8,3.0,1.0,3.5,649950.0,564967077333.3334
223,21-1093,detailed,social and human service assistants,399920,38230,35960,High school diploma or equivalent,None,Short-term on-the-job training,0.8695652173913043,12.608695652173912,19.130434782608692,22.17391304347826,16.08695652173913,22.608695652173918,6.521739130434782,43.8,79.6,72.6,18.9,3.2,14.9,16.6,2.0,1.0,3.5,267610.0,8275970561739.13
224,21-1094,detailed,community health workers,58670,46000,42000,High school diploma or equivalent,None,Short-term on-the-job training,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544917,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304349,21.0,2.0,1.0,3.5,322000.0,1980181057664.6562
225,21-1099,detailed,"community and social service specialists, all other",87800,49600,46770,Bachelor's degree,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544917,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304349,13.3,3.0,1.0,1.0,148800.0,2023669193742.0862
226,21-2000,minor,religious workers,81020,53790,48430,No formal educational credential,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544917,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304349,2.3,1.0,1.0,1.0,53790.0,350213841146.04553
227,21-2011,detailed,clergy,52260,56560,51940,Bachelor's degree,None,Moderate-term on-the-job training,0.0,2.142857142857143,14.285714285714286,20.476190476190474,16.428571428571427,26.666666666666668,19.761904761904763,51.9,18.5,82.3,11.7,3.8,7.8,2.5,3.0,1.0,4.5,763560.0,121399980000.00002
228,21-2021,detailed,"directors, religious activities and education",19860,52660,45110,Bachelor's degree,Less than 5 years,None,0.0,8.771929824561404,21.05263157894737,17.54385964912281,24.56140350877193,21.05263157894737,7.017543859649122,44.8,64.9,94.4,2.4,2.1,8.9,2.2,3.0,2.0,1.0,315960.0,68620968842.10528
229,21-2099,detailed,"religious workers, all other",8900,40070,33530,Bachelor's degree,None,None,3.125,4.6875,15.625,12.5,23.4375,23.4375,14.0625,49.7,71.5,77.7,13.4,6.2,11.7,2.0,3.0,1.0,1.0,120210.0,16716703125.0
230,23-1000,minor,"lawyers, judges, and related workers",721750,144970,124360,No formal educational credential,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544917,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304349,8.5,1.0,1.0,1.0,144970.0,31073884295330.168
231,23-1010,broad,lawyers and judicial law clerks,672820,147050,125040,No formal educational credential,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544917,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304349,8.8,1.0,1.0,1.0,147050.0,30419934932493.88
232,23-1011,detailed,lawyers,658120,148910,126930,Doctoral or professional degree,None,None,0.0,0.0,18.42772612003381,26.965342349957734,22.40067624683009,18.59678782755706,13.6094674556213,47.1,37.4,86.5,6.8,5.2,5.8,8.9,6.0,1.0,1.0,893460.0,16072769195083.686
233,23-1012,detailed,judicial law clerks,14690,63860,57510,Doctoral or professional degree,None,None,0.0,4.761904761904762,38.095238095238095,19.047619047619047,23.80952380952381,9.523809523809524,4.761904761904762,0.0,0.0,0.0,0.0,0.0,0.0,3.9,6.0,1.0,1.0,383160.0,156797282571.42856
234,23-1020,broad,"judges, magistrates, and other judicial workers",48930,116390,115150,No formal educational credential,None,None,0.0,1.2820512820512822,11.538461538461538,17.94871794871795,23.07692307692308,21.7948717948718,24.35897435897436,54.4,53.9,74.4,16.6,5.7,6.2,3.5,1.0,1.0,1.0,116390.0,255543198076.9231
